"Word","Fits.","X","annotations"
"angriness",1,"1",1
"angry",1,"1",1
"angst",1,"1",1
"anguish",1,"1",1
"animosity",1,"1",1
"annoy",1,"1",1
"annoyance",1,"1",1
"antagonistic",1,"1",1
"antipathy",1,"1",1
"antsy",1,"0",0
"anxieties",1,"1",1
"anxiety",1,"1",1
"anxious",1,"1",1
"anxiousness",1,"1",1
"anxiousnesses",1,"1",1
"anything",0,"0",0
"appal",1,"1",1
"appalling",1,"1",1
"apparently",0,"0",0
"appealed",0,"1",0
"appealing",0,"1",0
"apprehension",1,"0",0
"apprehensive",1,"0",0
"apprehensiveness",1,"0",0
"approached",0,"0",0
"approval",0,"0",0
"arguably",0,"0",0
"argued",1,"0",0
"arouse",0,"0",0
"arrest",0,"1",0
"artery",0,"0",0
"aspiration",0,"0",0
"aspire",0,"0",0
"assault",1,"1",1
"assaults",1,"1",1
"assert",0,"0",0
"atari",0,"0",0
"atrocious",1,"1",1
"atrocity",1,"1",1
"attack",1,"1",1
"attacked",1,"1",1
"attacking",1,"1",1
"attacks",1,"1",1
"attempt",0,"0",0
"attempting",0,"0",0
"attend",0,"0",0
"attention",0,"0",0
"attitude",0,"0",0
"attitudes",0,"0",0
"austere",1,"1",1
"authentic",0,"0",0
"averse",1,"1",1
"averseness",1,"1",1
"aversenesses",1,"1",1
"aversion",1,"1",1
"avoided",0,"1",0
"award",0,"0",0
"aware",0,"0",0
"awe",1,"0",0
"awful",1,"1",1
"awfully",1,"1",1
"awkward",1,"0",0
"baby",0,"0",0
"bad",1,"1",1
"bad luck",1,"1",1
"bad-tempered",1,"1",1
"baffled",1,"0",0
"ballistic",0,"0",0
"bane",1,"0",0
"bang",0,"0",0
"barely",1,"0",0
"battleship",0,"1",0
"be",0,"0",0
"be afraid",1,"1",1
"be afraid of",1,"1",1
"be lacking",1,"1",1
"be missing",1,"1",1
"be painful",1,"1",1
"be sorry about",0,"1",0
"beat",1,"0",0
"beaten",1,"1",1
"befuddled",1,"1",1
"begrudge",1,"1",1
"believe",0,"0",0
"believed",0,"0",0
"believes",0,"0",0
"belonged",0,"0",0
"beneficial",0,"0",0
"bereavement",1,"1",1
"bewail",1,"0",0
"bewildering",1,"1",1
"bilious",1,"0",0
"bipolar",0,"1",0
"bitter",1,"1",1
"bizarre",1,"1",1
"blackness",0,"0",0
"blame",1,"1",1
"blameless",0,"0",0
"blamelessness",0,"0",0
"bleak",1,"1",1
"blistering",1,"1",1
"blow",0,"1",0
"blue",0,"0",0
"body",0,"0",0
"boil",0,"0",0
"boisterous",1,"0",0
"bore",1,"1",1
"boring",1,"1",1
"bother",1,"1",1
"bother (harass)",1,"1",1
"bothersome",1,"1",1
"brackish",0,"0",0
"brandish",1,"0",0
"brave",0,"0",0
"braves",0,"0",0
"breach",1,"1",1
"bright",0,"0",0
"bruise",1,"1",1
"brunt",1,"0",0
"brutal",1,"1",1
"buffet",0,"0",0
"bug",0,"1",0
"bump",1,"1",1
"burnt",0,"1",0
"but",1,"0",0
"butcher",0,"1",0
"calamity",1,"1",1
"capture",1,"1",1
"captured",1,"1",1
"care",0,"0",0
"careful",0,"0",0
"casualties",1,"1",1
"cataclysmal",1,"1",1
"cataclysmic",1,"1",1
"cause",0,"1",0
"cause pain",1,"1",1
"cause pain to",1,"1",1
"causes",0,"1",0
"caustic",1,"1",1
"caution",0,"1",0
"ceremonial",0,"0",0
"ceremonious",0,"0",0
"ceremoniously",0,"0",0
"ceremony",0,"0",0
"certainly",0,"0",0
"chafe",1,"0",0
"chagrin",1,"0",0
"challenging",0,"1",0
"change",0,"0",0
"changes",0,"0",0
"chaos",1,"1",1
"chapfallen",0,"0",0
"charge",0,"1",0
"charged",0,"1",0
"charity",0,"0",0
"cheaper",0,"0",0
"cheerless",1,"1",1
"chilly",1,"1",1
"choler",1,"1",1
"choleric",1,"1",1
"chopfallen",0,"0",0
"chose",0,"0",0
"churn",0,"1",0
"citing",0,"0",0
"claimed",0,"0",0
"clash",1,"1",1
"clemency",0,"1",0
"cold",1,"1",1
"colleague",0,"0",0
"collision",1,"1",1
"comeback",0,"0",0
"commiseration",0,"0",0
"commit",1,"0",0
"commotion",0,"1",0
"compassion",0,"0",0
"compelled",0,"1",0
"complained",1,"1",1
"complaint",1,"1",1
"complaints",1,"1",1
"comprehensible",0,"0",0
"comprehension",0,"0",0
"compunction",1,"1",1
"conception",0,"0",0
"concern",1,"1",1
"concerned",1,"1",1
"concerns",1,"1",1
"concussion",1,"1",1
"condemn",1,"1",1
"condemnation",1,"1",1
"condemned",1,"1",1
"condolence",0,"0",0
"conduct",0,"0",0
"confined",1,"1",1
"confirm",0,"0",0
"confronted",1,"1",1
"confuse",1,"1",1
"confused",1,"1",1
"consideration",0,"0",0
"consternation",1,"0",0
"contacts",0,"0",0
"contemn",1,"0",0
"contemptible",1,"1",1
"contrition",1,"1",1
"contumely",1,"1",1
"contuse",1,"1",1
"convict",1,"1",1
"convicted",1,"1",1
"conviction",1,"1",1
"convince",0,"0",0
"convinced",0,"0",0
"cool",0,"0",0
"costly",0,"1",0
"covetousness",1,"1",1
"cow",0,"0",0
"craving",0,"1",0
"crazy",1,"1",1
"crestfallen",1,"1",1
"crime",1,"1",1
"crisis",1,"1",1
"cross",0,"1",0
"cruel",1,"1",1
"culpability",1,"1",1
"culpable",1,"1",1
"culprit",1,"1",1
"daft",1,"0",0
"damage",1,"1",1
"damp",0,"1",0
"dander",1,"0",0
"danger",1,"1",1
"dangerous",1,"1",1
"dark",0,"1",0
"darkness",0,"1",0
"daunt",1,"1",1
"daunted",1,"1",1
"deadly",1,"1",1
"dearth",1,"1",1
"death",1,"1",1
"death throes",1,"1",1
"debacle",1,"1",1
"debt",1,"1",1
"decadence",1,"1",1
"deceive",1,"1",1
"decisive",0,"0",0
"decline",0,"1",0
"decrease",0,"0",0
"deemed",0,"0",0
"defeated",1,"1",1
"defendant",0,"0",0
"defenseless",0,"1",0
"defensive",0,"1",0
"deficit",1,"1",1
"definitely",0,"0",0
"deflated",1,"1",1
"degrading",1,"1",1
"dejected",1,"1",1
"dejection",1,"1",1
"deliberate",0,"0",0
"delicate",0,"0",0
"delinquency",1,"1",1
"demanded",1,"0",0
"demanding",0,"0",0
"demented",1,"1",1
"demolish",1,"1",1
"demolished",1,"1",1
"demonstrate",0,"0",0
"demonstrated",0,"0",0
"demonstrates",0,"0",0
"demonstration",0,"0",0
"denies",0,"1",0
"dent",0,"1",0
"deny",0,"1",0
"depict",0,"0",0
"deplorable",1,"1",1
"deplore",1,"1",1
"depredation",1,"1",1
"depressed",1,"1",1
"depressing",1,"1",1
"depression",1,"1",1
"depressive",1,"1",1
"depressor",0,"0",0
"depressor muscle",0,"0",0
"deprivation",1,"1",1
"deserted",0,"1",0
"desire",0,"0",0
"desires",0,"0",0
"desolate",1,"1",1
"desolation",1,"1",1
"desolations",1,"1",1
"despairingly",1,"1",1
"desperate",1,"1",1
"desperation",1,"1",1
"despite",1,"0",0
"despondent",1,"1",1
"destined",0,"0",0
"destiny",0,"0",0
"destroy",1,"1",1
"destroyer",1,"1",1
"destruct",1,"1",1
"destruction",1,"1",1
"detention",1,"1",1
"deter",1,"1",1
"determined",0,"0",0
"detest",1,"1",1
"detestable",1,"1",1
"detestation",1,"1",1
"detriment",1,"1",1
"devastated",1,"1",1
"devil",1,"1",1
"diablo",1,"1",1
"difficult",0,"1",0
"diffident",1,"1",1
"dilapidation",1,"1",1
"dim",0,"1",0
"din",1,"1",1
"dire",1,"1",1
"direful",1,"1",1
"disadvantage",1,"1",1
"disaffected",1,"1",1
"disaffection",1,"1",1
"disagreeable",1,"1",1
"disappointed",1,"1",1
"disappointment",1,"1",1
"disaster",1,"1",1
"disastrous",1,"1",1
"disciple",0,"0",0
"discomfort",1,"1",1
"discommode",1,"1",1
"discommodes",1,"1",1
"discomposing",1,"0",0
"discomposure",1,"0",0
"disconcerting",1,"1",1
"disconsolate",1,"1",1
"discontent",1,"1",1
"discontented",1,"1",1
"discontentedness",1,"1",1
"discontentment",1,"1",1
"discourage",1,"1",1
"discrimination",1,"1",1
"discuss",0,"0",0
"disdain",1,"1",1
"disease",1,"1",1
"disenchanted",1,"1",1
"disgruntled",1,"1",1
"disgust",1,"1",1
"disillusion",1,"1",1
"disillusioning",1,"1",1
"disillusionment",1,"1",1
"disinclination",0,"0",0
"dislike",1,"1",1
"dismal",1,"1",1
"dismay",1,"1",1
"dismaying",1,"1",1
"disorder",1,"1",1
"disorders",1,"1",1
"dispirited",1,"1",1
"displeased",1,"1",1
"displeases",1,"1",1
"displeasure",1,"1",1
"disquiet",1,"1",1
"disquieting",1,"1",1
"disquietude",1,"1",1
"disrupt",1,"1",1
"dissatisfaction",1,"1",1
"disservice",1,"1",1
"distaste",1,"1",1
"distasteful",1,"1",1
"distortion",1,"1",1
"distraction",1,"0",0
"distraught",1,"1",1
"distress",1,"1",1
"distressed",1,"1",1
"distressing",1,"1",1
"disturb",1,"1",1
"disturbance",1,"1",1
"disturbing",1,"1",1
"divisional",0,"0",0
"doleful",1,"1",1
"dolefully",1,"1",1
"dolorous",1,"1",1
"dolorousness",1,"1",1
"dolour",1,"1",1
"doubt",1,"1",1
"doubtful",1,"1",1
"down",0,"0",0
"downcast",1,"1",1
"downfall",1,"1",1
"downhearted",1,"1",1
"drafted",0,"0",0
"dramatic",1,"1",1
"dread",1,"1",1
"dreaded",1,"1",1
"dreadful",1,"1",1
"dreadfully",1,"1",1
"dreading",1,"1",1
"dreary",1,"1",1
"dubious",1,"1",1
"due",0,"0",0
"dumps",0,"1",0
"eager",0,"0",0
"eagerness",0,"0",0
"earnest",1,"0",0
"economically",0,"0",0
"edge",0,"0",0
"edgy",1,"1",1
"eerie",1,"1",1
"effect",0,"0",0
"effects",0,"0",0
"elaborate",0,"0",0
"elevated",0,"0",0
"emergency",0,"1",0
"emotion",0,"0",0
"encounter",0,"0",0
"encouraged",0,"0",0
"enemy",1,"1",1
"enlarged",0,"0",0
"enmity",1,"1",1
"ensured",0,"0",0
"envious",1,"1",1
"enviousness",1,"1",1
"envy",1,"1",1
"everything",0,"0",0
"exacerbate",1,"1",1
"exaggerated",1,"1",1
"exasperate",1,"1",1
"exasperating",1,"1",1
"excessive",1,"1",1
"excitable",0,"1",0
"excite",0,"0",0
"excitement",0,"0",0
"exciting",0,"0",0
"exclusively",0,"0",0
"excruciating",1,"1",1
"excruciation",1,"1",1
"execrable",1,"1",1
"execrate",1,"1",1
"exorbitant",1,"1",1
"experienced",0,"0",0
"experimentation",0,"0",0
"expert",0,"0",0
"exposed",1,"1",1
"expulsion",1,"1",1
"failure",1,"1",1
"fall",0,"1",0
"famine",1,"1",1
"fashion",0,"0",0
"fatal",1,"1",1
"fatality",1,"1",1
"fate",0,"0",0
"fault",1,"1",1
"faze",1,"1",1
"fazes",1,"1",1
"fazing",1,"1",1
"fear",1,"1",1
"fear (fright)",1,"1",1
"fearful",1,"1",1
"fearing",1,"1",1
"fearsome",1,"1",1
"feckless",1,"1",1
"feel",0,"0",0
"feel sorry for",0,"1",0
"feeling",0,"0",0
"feelings",0,"0",0
"fellow feeling",0,"0",0
"felt",0,"0",0
"ferment",0,"1",0
"ferocious",1,"1",1
"festival",0,"0",0
"fever",0,"1",0
"fidgety",1,"1",1
"fierce",1,"1",1
"filled",0,"0",0
"flagrant",1,"1",1
"flagrantly",1,"1",1
"flame",0,"0",0
"flawed",1,"1",1
"fling",0,"0",0
"fluster",1,"1",1
"flutter",0,"0",0
"fool",1,"1",1
"foolish",1,"1",1
"forestall",0,"0",0
"forfeit",1,"1",1
"forfeiture",1,"1",1
"forgive",0,"0",0
"forlorn",1,"1",1
"formal",0,"0",0
"formidable",0,"0",0
"fortune",0,"0",0
"fossil",0,"0",0
"fossilized",0,"0",0
"fractiousness",1,"1",1
"frantic",1,"1",1
"frenzied",1,"1",1
"frenzy",1,"1",1
"frequent",0,"0",0
"fret",1,"1",1
"fretful",1,"1",1
"fright",1,"1",1
"frighten",1,"1",1
"frightened",1,"1",1
"frightening",1,"1",1
"frightful",1,"1",1
"frigid",1,"1",1
"frigidly",1,"1",1
"frog",0,"0",0
"frustrated",1,"1",1
"funk",0,"1",0
"furious",1,"1",1
"fury",1,"1",1
"galling",1,"1",1
"gaunt",0,"1",0
"geknickt",0,"1",0
"gentle",0,"0",0
"gestation",0,"0",0
"get at",1,"0",0
"get to",0,"0",0
"ghastly",1,"1",1
"give",0,"0",0
"gloom",1,"1",1
"gloominess",1,"1",1
"gloomy",1,"1",1
"grave",1,"1",1
"gravel",0,"1",0
"gravidity",0,"1",0
"greenberg",0,"0",0
"grief",1,"1",1
"grievance",1,"1",1
"grieve",1,"1",1
"grievous",1,"1",1
"grim",1,"1",1
"grisly",1,"1",1
"growth",0,"0",0
"grudge",1,"1",1
"grudging",1,"1",1
"gruesome",1,"1",1
"grumpy",1,"1",1
"guilt",1,"1",1
"guiltiness",1,"1",1
"hankers",0,"1",0
"hapless",1,"1",1
"happy",0,"0",0
"harass",1,"1",1
"harassed",1,"1",1
"harasses",1,"1",1
"harder",0,"1",0
"hardly",0,"1",0
"harm",1,"1",1
"harmless",0,"0",0
"harsh",1,"1",1
"hate",1,"1",1
"hatred",1,"1",1
"have compassion on",0,"0",0
"have fear",1,"1",1
"havoc",1,"1",1
"heartache",1,"1",1
"heated",0,"1",0
"heating",0,"0",0
"heighten",0,"0",0
"heinous",1,"1",1
"heinously",1,"1",1
"helpful",0,"0",0
"helping",0,"0",0
"herself",0,"0",0
"hideous",1,"1",1
"himself",0,"0",0
"hinder",1,"1",1
"hindrance",1,"1",1
"hit",1,"0",0
"honest",0,"0",0
"hoped",0,"0",0
"hopeless",1,"1",1
"hopelessly",1,"1",1
"hopelessness",1,"1",1
"horrendous",1,"1",1
"horrible",1,"1",1
"horribly",1,"1",1
"horrid",1,"1",1
"horrific",1,"1",1
"horror",1,"1",1
"hotheaded",1,"1",1
"humorous",0,"0",0
"hunger",1,"1",1
"hurt",1,"1",1
"hurtful",1,"1",1
"ill",1,"1",1
"ill-fated",1,"1",1
"ill-starred",1,"1",1
"illness",1,"1",1
"immediate",0,"0",0
"immoderate",1,"1",1
"immortality",0,"0",0
"immune",0,"0",0
"impact",0,"0",0
"impassive",1,"1",1
"imperfect",1,"1",1
"impingement",1,"0",0
"importunate",1,"1",1
"impotent",0,"1",0
"impressed",0,"0",0
"in distress",1,"1",1
"inaccurate",1,"1",1
"incapable",1,"1",1
"incensed",1,"1",1
"incite",1,"1",1
"incommode",0,"1",0
"incommodes",0,"1",0
"inconvenience",1,"1",1
"incorrect",1,"1",1
"increase",0,"0",0
"increased",0,"0",0
"indebted",1,"1",1
"indeed",0,"0",0
"indefinite",0,"0",0
"indicative",0,"0",0
"indifferent",1,"1",1
"indignation",1,"1",1
"indignity",1,"1",1
"indisposition",0,"1",0
"induce",0,"0",0
"infest",1,"1",1
"infringement",1,"1",1
"ingenuous",0,"0",0
"inhibit",1,"1",1
"inimical",1,"1",1
"initiated",0,"0",0
"injure",1,"1",1
"injury",0,"1",0
"innocence",0,"0",0
"innocent",0,"0",0
"inordinate",1,"1",1
"inquietude",1,"1",1
"insane",1,"1",1
"insisted",0,"0",0
"instead",0,"0",0
"instigator",1,"0",0
"instructed",0,"0",0
"insult",1,"1",1
"insulting",1,"1",1
"intelligence",0,"0",0
"intended",0,"0",0
"interested",0,"0",0
"interesting",0,"0",0
"interfere",1,"1",1
"interference",1,"1",1
"intimidate",1,"1",1
"investigate",0,"0",0
"invidious",1,"1",1
"invited",0,"0",0
"involvement",0,"0",0
"irascible",1,"1",1
"irate",1,"1",1
"ire",1,"1",1
"irk",1,"1",1
"irksome",1,"1",1
"ironically",0,"0",0
"irritable",1,"1",1
"irritate",1,"1",1
"irritation",1,"1",1
"itch",0,"1",0
"jar",0,"0",0
"jealous",1,"1",1
"jealousness",1,"1",1
"jealousy",1,"1",1
"jerk",0,"1",0
"jihad",0,"1",0
"jittery",1,"1",1
"jolt",1,"1",1
"judgement",0,"0",0
"judgment",0,"0",0
"jumpy",1,"1",1
"just",0,"0",0
"kick",0,"0",0
"knew",0,"0",0
"knock",0,"0",0
"kook",1,"1",1
"labelled",0,"0",0
"lack",1,"1",1
"lacked",1,"1",1
"lament",1,"1",1
"lamentable",1,"1",1
"lasting",0,"0",0
"lesion",1,"1",1
"let",0,"0",0
"letdown",1,"1",1
"liked",0,"0",0
"likely",0,"0",0
"loath",1,"1",1
"loathe",1,"1",1
"loathing",1,"1",1
"loathsome",1,"1",1
"locked",0,"0",0
"lone",1,"1",1
"loneliness",1,"1",1
"lonely",1,"1",1
"lonesome",1,"1",1
"lonesomeness",1,"1",1
"long",0,"0",0
"long for",1,"1",1
"longing",1,"1",1
"look after",0,"0",0
"loony",1,"1",1
"lorn",1,"1",1
"losing",1,"1",1
"loss",1,"1",1
"losses",1,"1",1
"love",0,"0",0
"loveless",1,"1",1
"lover",0,"0",0
"lower",0,"0",0
"lowered",0,"0",0
"loyal",0,"0",0
"lunatic",1,"1",1
"mad",1,"1",1
"madcap",0,"1",0
"madman",1,"1",1
"malcontent",1,"1",1
"manage",0,"0",0
"managed",0,"0",0
"manages",0,"0",0
"masturbation",0,"0",0
"me",0,"0",0
"meant",0,"0",0
"measured",0,"0",0
"melancholia",1,"1",1
"melancholy",1,"1",1
"memorable",0,"0",0
"merciless",1,"1",1
"mercy",0,"0",0
"mere",0,"1",0
"merely",0,"1",0
"mirthlessly",1,"1",1
"mischief",1,"1",1
"miserable",1,"1",1
"miserably",1,"1",1
"misery",1,"1",1
"misfortune",1,"1",1
"misgiving",1,"1",1
"miss",1,"1",1
"mistakes",1,"1",1
"mode",0,"0",0
"moil",0,"1",0
"molest",1,"1",1
"molestation",1,"1",1
"monotheism",0,"0",0
"monstrous",1,"1",1
"mood",0,"0",0
"mortification",1,"1",1
"mourn",1,"1",1
"mournful",1,"1",1
"mournfully",1,"1",1
"mournfulness",1,"1",1
"mourning",1,"1",1
"move",0,"0",0
"murk",0,"0",0
"mute",0,"0",0
"nark",1,"1",1
"nasty",1,"1",1
"nature",0,"0",0
"nausea",0,"1",0
"nauseous",0,"1",0
"need",0,"0",0
"nefarious",1,"1",1
"negotiate",0,"0",0
"nervous",1,"1",1
"nervy",1,"1",1
"nettle",0,"1",0
"neural",0,"0",0
"neurotic",1,"1",1
"nevertheless",0,"0",0
"nintendo",0,"0",0
"noise",0,"0",0
"noisome",1,"1",1
"nonchalant",0,"0",0
"noted",0,"0",0
"nothing",0,"0",0
"noticeable",0,"0",0
"notion",0,"0",0
"nuisance",1,"1",1
"numbed",1,"1",1
"nurse",0,"0",0
"nuts",1,"0",0
"obey",0,"1",0
"objected",1,"1",1
"objectionable",1,"1",1
"objections",1,"1",1
"obliged",1,"1",1
"obnoxious",1,"1",1
"obscure",0,"1",0
"obscureness",0,"1",0
"obscurity",0,"1",0
"obstacle",1,"1",1
"odd",1,"1",1
"odious",1,"1",1
"odium",1,"1",1
"offence",1,"1",1
"offences",1,"1",1
"offend",1,"1",1
"offense",1,"1",1
"offensive",1,"1",1
"oh",0,"0",0
"once",0,"0",0
"one",0,"0",0
"only",0,"0",0
"onrush",0,"0",0
"onset",0,"0",0
"onslaught",1,"1",1
"onslaughts",1,"1",1
"oppose",1,"0",0
"oppress",1,"1",1
"oppression",1,"1",1
"oppressive",1,"1",1
"opprobrious",1,"1",1
"ordeal",1,"1",1
"ouch",1,"1",1
"out",0,"0",0
"outrage",1,"1",1
"outrageous",1,"1",1
"overawe",1,"1",1
"overdone",0,"1",0
"overwrought",1,"1",1
"ow",1,"1",1
"pain",1,"1",1
"painful",1,"1",1
"pang",1,"1",1
"panic",1,"1",1
"panicky",1,"1",1
"paranoiac",1,"1",1
"paranoid",1,"1",1
"passion",0,"0",0
"passionate",0,"0",0
"pathetic",1,"1",1
"peaceful",0,"0",0
"peevish",1,"1",1
"penitence",0,"1",0
"penitent",0,"1",0
"peppery",1,"0",0
"perceived",0,"0",0
"perception",0,"0",0
"percussion",0,"0",0
"perdition",1,"1",1
"permitted",0,"0",0
"perplexed",1,"1",1
"perplexing",1,"1",1
"perplexity",1,"1",1
"personally",0,"0",0
"persuaded",0,"0",0
"perturb",1,"1",1
"perturbation",1,"1",1
"pesky",1,"1",1
"pester",1,"1",1
"pestered",1,"1",1
"pesters",1,"1",1
"pestilent",1,"1",1
"pettish",1,"1",1
"petulant",1,"1",1
"picking",0,"1",0
"pine",1,"0",0
"pique",1,"1",1
"piteous",1,"1",1
"pitiable",1,"1",1
"pitiless",1,"1",1
"pity",1,"1",1
"plaint",0,"1",0
"plaintive",1,"1",1
"plaintively",1,"1",1
"pleasure",0,"0",0
"poisonous",0,"1",0
"poor",1,"1",1
"popper",0,"0",0
"portion",0,"0",0
"possessed",0,"1",0
"potential",0,"0",0
"poverty",1,"1",1
"precarious",1,"0",0
"precariousness",1,"0",0
"predicted",0,"0",0
"preference",0,"0",0
"pregnancy",0,"0",0
"prejudice",1,"1",1
"preoccupation",1,"1",1
"preparing",0,"0",0
"press",0,"0",0
"prevent",0,"0",0
"prevented",0,"0",0
"print",0,"0",0
"procedure",0,"0",0
"prod",0,"0",0
"profitable",0,"0",0
"profound",0,"0",0
"promising",0,"0",0
"prompted",0,"0",0
"propose",0,"0",0
"prosperous",0,"0",0
"proud",0,"0",0
"provoke",1,"1",1
"punch",1,"1",1
"pungent",0,"1",0
"punishment",1,"1",1
"push",0,"1",0
"put out",0,"1",0
"put out of countenance",0,"1",0
"puzzle",0,"0",0
"puzzlement",1,"1",1
"quandary",1,"1",1
"quarrel",1,"1",1
"questionable",1,"1",1
"quick-tempered",1,"1",1
"rabid",0,"1",0
"rabidness",0,"1",0
"racism",1,"1",1
"racist",1,"1",1
"rag",0,"1",0
"rage",1,"1",1
"raging",1,"1",1
"raid",1,"1",1
"raids",1,"1",1
"raise",0,"0",0
"raise the alarm",0,"1",0
"rampage",1,"1",1
"rampant",1,"1",1
"rancor",1,"1",1
"rancour",1,"1",1
"ravage",1,"1",1
"ravaging",1,"1",1
"raving",0,"1",0
"realization",0,"0",0
"realize",0,"0",0
"realized",0,"0",0
"reason",0,"0",0
"recession",1,"1",1
"redoubtable",1,"0",0
"reduce",0,"0",0
"reefs",0,"0",0
"refuse",1,"1",1
"refused",1,"1",1
"refuses",1,"1",1
"regret",1,"1",1
"regretful",1,"1",1
"regrettable",1,"1",1
"regrettably",1,"1",1
"reign of terror",1,"1",1
"reject",1,"1",1
"rejection",1,"1",1
"relentless",1,"0",0
"reluctance",0,"1",0
"remorse",1,"1",1
"repellent",1,"1",1
"repent",1,"1",1
"repent of",1,"1",1
"repentance",1,"1",1
"repetance",1,"0",0
"repugnance",1,"1",1
"repugnant",1,"1",1
"repulsion",1,"1",1
"repulsive",1,"1",1
"requirement",0,"0",0
"resentful",1,"1",1
"resentment",1,"1",1
"resist",0,"1",0
"resistance",0,"1",0
"respects",0,"0",0
"responded",0,"0",0
"response",0,"0",0
"restive",1,"1",1
"restless",1,"1",1
"restlessness",1,"1",1
"result",0,"0",0
"resurrection",0,"0",0
"retreated",1,"1",1
"revolting",1,"1",1
"revulsion",1,"1",1
"rile",1,"1",1
"riot",1,"1",1
"roil",0,"1",0
"rough",1,"1",1
"rouse",0,"1",0
"rude",1,"1",1
"rue",1,"1",1
"rueful",1,"1",1
"rugged",1,"0",0
"ruin",1,"1",1
"ruination",1,"1",1
"rumors",0,"0",0
"ruth",0,"1",0
"ruthless",1,"1",1
"sacrifice",0,"1",0
"sad",1,"1",1
"sadden",1,"1",1
"sadly",1,"1",1
"sadness",1,"1",1
"said",0,"0",0
"salty",0,"1",0
"satisfied",0,"0",0
"savage",1,"1",1
"scandal",1,"1",1
"scare",1,"1",1
"scared",1,"1",1
"scariness",1,"1",1
"scary",1,"1",1
"scathe",1,"1",1
"scathing",1,"1",1
"scorn",1,"1",1
"scorned",1,"1",1
"scorning",1,"1",1
"scorns",1,"1",1
"screwy",0,"0",0
"sealed",0,"0",0
"secession",0,"1",0
"sedative",0,"0",0
"sedatives",0,"0",0
"see",0,"0",0
"seemed",0,"0",0
"seems",0,"0",0
"sense",0,"0",0
"sensitive",0,"0",0
"sentence",0,"0",0
"sentiment",0,"0",0
"serious",0,"0",0
